Order ID,Product Name,Price,Quantity Sold,Full Name,Phone Number,Customer Email,Review,Rating,Review Date
SZ11WW0K1R,Smartphone 0TEK,1291.8,109,Jennifer Williams,824-357-6940,xlmbloca@yahoo.com,Excellent in every aspect. Five stars from me!,5,07/02/2022
UZL9DWTTW2,Smartphone O7FH,249.16,223,William Jones,189-857-2417,oggoffmn@yahoo.com,The best purchase Ive made recently. So satisfied.,5,04/09/2021
VEDSHMVSBW,Headphones QPNN,429.53,133,John Williams,231-394-7958,jkcf1exc@gmail.com,Highly recommend this product. Its fantastic!,5,04/04/2023
WIWEK9VGY0,Smartwatch Z4M9,1200.37,401,Mary Davis,903-277-4350,61kbifd0@outlook.com,Exceeded my expectations. I couldnt ask for more.,5,20/01/2021
WR4O2LHXMR,Keyboard ONO4,1087.75,32,Linda Johnson,730-710-1201,asvt7ndx@outlook.com,Very pleased with the quality. This product is great!,5,06/05/2020
X3E1H76VRH,Keyboard XZGH,300.71,266,Michael Garcia,231-481-7855,i44h7kmr@gmail.com,Super happy with this purchase. Its just what I needed.,5,25/07/2020
X4OCDY0RCS,Tablet 67U5,776.65,357,Linda Rodriguez,827-373-3338,e1cjyo4i@gmail.com,I love this product. It works perfectly and looks great.,5,14/04/2021
Y1Z61JMIM8,Monitor 7RZK,1196.84,490,James Smith,170-134-1900,zcubh4vn@hotmail.com,Exceeded my expectations. Im very happy with the purchase.,5,13/08/2020
Y3BAY836GY,Camera LO3K,890.39,316,Robert Rodriguez,524-846-7627,026s9ekq@yahoo.com,Fantastic quality and great value. Couldnt be happier!,5,25/04/2021
YBXH0LAJFI,Printer HBH2,190.1,169,James Williams,693-241-3736,3sdft3v6@yahoo.com,Absolutely love it. Works perfectly as described.,5,26/02/2022
YEEHWX0AVS,Smartwatch 6BTI,1111.98,65,Michael Brown,138-248-5370,tsbk4azv@yahoo.com,Im extremely satisfied. Will definitely buy again.,5,10/09/2023
YPVHHZLQER,Laptop YHRG,920.88,392,Jennifer Garcia,570-432-7808,3kd1ldfs@outlook.com,Excellent product. Worth every penny!,5,05/12/2020
YR0XHNXSK1,Laptop 82ZW,638.35,88,Mary Jones,870-591-8446,oiuxqcqy@gmail.com,Best purchase Ive made this year. Super satisfied!,5,22/09/2022
YXO9CIKL7B,Headphones TEHB,1286.62,481,Linda Rodriguez,418-458-5144,5oic7925@gmail.com,Incredibly satisfied with this item. Great experience!,5,07/10/2022
Z56ZYQF4NF,Laptop DU24,490.79,171,Jennifer Miller,920-641-4649,9y27alfp@hotmail.com,Five stars for sure. It works wonderfully!,5,20/09/2023
ZG910FQG81,Smartphone 3HRP,642.95,399,Michael Smith,728-692-2631,uz3s0xb8@yahoo.com,The quality is top-notch. Very satisfied with my choice.,5,26/07/2023
ZJ8S36MT4C,Printer 4ZFB,1051.67,204,Michael Miller,544-209-8214,l5qcxdsz@hotmail.com,Amazing experience from start to finish. Very pleased.,5,03/06/2020
ZN5HI7CEQB,Tablet 611X,1316.73,185,James Miller,477-213-4371,d7ec8501@yahoo.com,So happy I bought this. Its exactly what I needed.,5,25/01/2021
ZUDL3EBVX3,Keyboard 90SQ,1491.58,293,Robert Johnson,188-485-2691,q85i3rhm@gmail.com,This exceeded all my expectations. Couldnt be better.,5,02/04/2023
0FMOJWH8CT,Smartphone J1TB,233.97,395,Michael Martinez,469-778-2985,edkvzo7k@hotmail.com,Fast shipping and great customer service. Highly recommend!,4,13/02/2022
2KBVWL3N0S,Headphones WNSP,896.12,354,Robert Brown,870-690-9550,naaxg7oj@outlook.com,Great value for money. Very satisfied.,4,28/02/2021
2WVGAF5Y4S,Smartwatch 67EC,1480.18,131,Jennifer Jones,312-643-6907,u2st3er8@yahoo.com,"Overall, a good item. It could use a more adjustable strap.,",4,13/08/2020
31XVKDN0XU,Headphones L304,227.21,250,Jennifer Martinez,905-687-3713,569wre4u@outlook.com,I’m happy with this purchase. Could be improved with a better handle.,4,28/04/2022
34V9XLQOFT,Camera U780,319.89,403,Linda Smith,158-706-4837,gk5y4vis@gmail.com,The product works as advertised. A bit tricky to set up though.,4,04/02/2023
3GLFXO796J,Camera DJEH,1416.23,308,Mary Miller,120-226-9993,2qvjq3a0@outlook.com,"Overall, it’s a good buy. The only issue is the battery life.",4,04/09/2023
3Q9L9ZO4IU,Mouse 8BMB,72.19,169,John Davis,605-698-4613,no5sojhy@outlook.com,The item is reliable. It would be great if it had a faster response time.,4,24/05/2020
43EPWVKXWQ,Laptop GLET,842.39,150,Michael Smith,346-457-1329,dt3mlv85@outlook.com,I like this product. It would be perfect if it was more portable.,4,21/06/2021
47BM2TOVZB,Smartphone 5SZR,1246.31,330,Linda Jones,671-632-5311,0b5lhfnk@hotmail.com,"Good quality overall. A bit noisy, so four stars.",4,15/09/2022
4CEQYW3KQW,Headphones 4HH2,564.6,115,Elizabeth Martinez,906-278-3691,56mqhgw6@gmail.com,The product meets my expectations. Just wish it was a bit sturdier.,4,25/09/2023
4PBGTTTHMY,Smartwatch KAO4,1295.66,329,John Miller,323-674-9766,9bqf3fus@yahoo.com,It’s a great item. The only flaw is the limited adjustability.,4,21/05/2023
4T2LM9IFQC,Headphones 54UT,214.81,146,Robert Johnson,280-639-1222,s19sg8ww@gmail.com,"I’m satisfied with this. Could use a better finish, though.",4,08/08/2020
4WLG1YE038,Laptop 2KMK,131.78,32,Jennifer Jones,795-264-3562,zhbrq60l@gmail.com,The product is good for the price. One star off for the lack of a user guide.,4,18/05/2021
5Z1XIGURR9,Monitor AD7M,1284.87,51,Jennifer Jones,310-324-8743,elvy9rvh@gmail.com,It’s a useful product. Just a bit on the heavier side.,4,11/05/2022
5ZEKT06RXY,Smartphone K32J,1217.44,436,Jennifer Johnson,386-591-2238,l2c6xjam@hotmail.com,Happy with the quality. It would be better with a softer grip.,4,01/06/2021
6AED24IDK8,Laptop H13K,68.52,363,John Brown,920-752-3261,srb89sqt@outlook.com,"The product works well. A bit of a hassle to clean, though.",4,02/02/2021
79MOFLU5WP,Mouse HMHN,994.58,155,Jennifer Williams,230-493-1117,06zu494l@outlook.com,I like this item. It could be improved with a more ergonomic design.,4,03/02/2021
81IPP7OD0P,Mouse CMII,812.04,53,William Garcia,260-134-1383,jfqv48ql@gmail.com,The product is functional. One star off for the lack of a carrying case.,4,19/06/2023
8BXVC7HJW4,Monitor W1TJ,739.01,302,John Johnson,172-118-5594,y4okee0v@gmail.com,Satisfied with the purchase. The only drawback is the flimsy material.,4,19/11/2021
8ON7VZMJCE,Keyboard 9SCT,108,214,Michael Williams,977-778-7794,7g880tf3@hotmail.com,"Overall, it’s a solid product. Just wish it was more compact.",4,01/09/2020
9FU6UCC5QZ,Smartphone 1VTC,1379.54,96,Robert Smith,684-947-1148,gdfnm5dp@yahoo.com,I’m happy with this. It could be better with a more flexible cord.,4,19/01/2021
B0JTSCYWS0,Headphones X2UF,605.44,351,Mary Williams,519-215-6877,4ayv1jcp@yahoo.com,"The product is effective. A bit hard to store, but good overall.",4,24/04/2022
BQKW0ZX4A7,Keyboard 1XOH,1384.58,125,John Miller,936-475-2393,1wiq9c45@yahoo.com,It’s a good buy. The only issue is the rough surface.,4,22/02/2022
CDJP0JJ0W7,Mouse 3UU3,1073.69,184,Patricia Garcia,650-554-5372,o3ifd7pc@yahoo.com,I like it. Would be perfect if it was more waterproof.,4,24/04/2022
EXWAA0TYXY,Smartphone C0KR,633.85,192,Jennifer Martinez,188-453-3718,c2es5c2a@outlook.com,Good product overall. Could use a more detailed instruction manual.,4,06/04/2020
FSNVKHXV6N,Camera 4XUR,203.88,414,Jennifer Davis,373-470-4171,mjul6kvm@yahoo.com,I’m content with this purchase. Could be improved with a better hinge.,4,17/02/2023
G3AVAG3GQT,Smartwatch V976,1178.64,400,Michael Garcia,471-912-6512,gjhrtac2@yahoo.com,The product is reliable. One star off for the sharp edges.,4,26/09/2022
G5XE1XGPH9,Printer 6Y95,1317.78,51,Jennifer Miller,254-666-9032,xpvck4ud@hotmail.com,It’s a nice item. Would be better with more adjustable settings.,4,16/10/2022
GGOLT2721F,Keyboard EIN4,1155.36,90,Patricia Williams,800-479-4622,0crvg4od@gmail.com,"The product works fine. A bit challenging to clean, though.",4,18/12/2022
GMUQXUWEEA,Smartwatch ECP7,1129.28,435,Elizabeth Johnson,305-529-5170,hgfnv6zh@hotmail.com,Happy with the performance. Could use a more comfortable grip.,4,10/01/2020
GPTBSANLPK,Laptop O451,1266.18,494,James Brown,533-183-8728,ax2z8sbe@gmail.com,The product is solid. Just a bit too bulky for my taste.,4,04/02/2022
GVZARS9D9S,Monitor QESK,731.53,55,John Davis,753-272-1191,x4z6oepu@gmail.com,I like this product. One star off for the lack of color options.,4,02/05/2023
HAJ1QGSF9C,Headphones 2106,1309.12,198,Robert Garcia,425-294-2289,wa4i1v4h@outlook.com,The item is well made. Could be improved with a longer cable.,4,18/01/2023
HVCSKY4O6C,Mouse ZXH1,1126.21,26,Michael Miller,930-755-7364,xp4418oe@yahoo.com,"It’s a useful product. A bit heavy, but does the job.",4,11/09/2021
IRI5B6GTWM,Mouse 2QHG,695.82,406,James Martinez,905-239-7124,p8m73u23@outlook.com,I’m pleased with this. Could use a better locking mechanism.,4,17/08/2023
K4GP6Q4ADG,Smartwatch S42R,817.11,158,Mary Jones,305-890-1800,pjjcjf0q@outlook.com,The product is good. One star off for the slow response time.,4,21/09/2023
LYLV0X4FNF,Mouse 37PA,599.71,457,Jennifer Martinez,535-845-4472,iat11xf1@gmail.com,Happy with this purchase. Could be improved with a softer padding.,4,12/08/2021
M1A57XM464,Camera 80RE,114.86,443,Elizabeth Johnson,547-383-4746,0gp21yrx@outlook.com,The product is nearly perfect. Just a bit stiff to operate.,4,01/01/2021
MHGJE7PHVM,Smartwatch T77B,629.47,74,James Martinez,658-247-5354,jtc8ufby@hotmail.com,I like this item. Could use a better user interface.,4,21/09/2020
N18D4RMWSA,Camera 1VKE,214.62,262,James Brown,998-564-5327,qoz1djra@gmail.com,The product meets my needs. Would be better with a more durable finish.,4,03/01/2023
N6RWNPUBB4,Camera 1IDM,681.77,370,Mary Davis,703-566-9847,jm7lw5pb@gmail.com,Satisfied with this. Could use a more flexible hose.,4,22/11/2021
NHAHRQGFUK,Keyboard RGML,1184.14,374,John Williams,145-124-8429,ebkx1e33@gmail.com,"Overall, a good product. Just wish it had a better grip.",4,25/12/2020
NSYBM6ZT9S,Laptop 2AF5,351.54,300,Patricia Miller,922-401-4886,fwptbsgl@yahoo.com,It’s a great buy. The only flaw is the bulky design.,4,09/08/2020
NVFXQWVZM4,Laptop EMOY,1094.99,35,Patricia Jones,961-602-4698,ziwq2u0j@yahoo.com,I’m happy with the quality. Could use a better strap.,4,22/02/2023
O5E095SHTB,Smartwatch 980K,325.56,180,Patricia Johnson,792-902-5794,prs74nfa@outlook.com,The product is effective. Just a bit awkward to handle.,4,17/03/2021
PJTC1ARRKJ,Tablet 333Y,1029.68,364,Jennifer Miller,488-312-6930,nheej0oa@yahoo.com,It’s a solid item. One star off for the lack of a cover.,4,18/04/2022
Q758VOKKW9,Laptop LAA3,261.33,407,Mary Miller,100-114-8560,b21vp8ds@hotmail.com,I like it. Would be perfect if it was more intuitive.,4,23/11/2022
QDKGP0A4KE,Camera 553J,1119.64,402,William Davis,822-856-8724,mrve8ke5@gmail.com,The product is good. Just wish it had a more powerful motor.,4,16/04/2023
QL5BFG17GQ,Mouse YURO,700.25,468,James Garcia,797-497-2379,kgyilg5p@gmail.com,Happy with the performance. Could use a more durable case.,4,09/02/2023
QWGXMP1CBS,Monitor QM0R,1274.53,162,John Jones,299-372-8927,5rofh039@yahoo.com,"The product works well. A bit noisy, but otherwise good.",4,18/07/2021
RGWI7KM5QB,Camera 0OXC,132.17,409,Jennifer Davis,962-692-4072,89my3db8@yahoo.com,Satisfied with this purchase. Could be improved with a better latch.,4,28/02/2023
RLR54VEFZO,Monitor VAZY,219.32,132,Mary Smith,572-268-9816,hfv5ehhd@yahoo.com,It’s a good item. Just wish it was more compact.,4,13/02/2023
RQOI6YRA0F,Headphones BTSD,1431.43,82,John Martinez,107-283-6049,pugltqzq@outlook.com,I like this product. One star off for the flimsy construction.,4,10/01/2022
RTPN4ZX6EY,Printer 4B1F,1393.89,8,Elizabeth Williams,580-274-5594,fcvmtv0h@hotmail.com,The item is reliable. Could use a better seal.,4,20/04/2021
SVHC3XTDJ7,Mouse 3IED,1444.93,65,Linda Davis,349-286-9618,7sqyqryw@yahoo.com,"Overall, I’m pleased. The only drawback is the rough edges.",4,07/09/2020
TUTY879C74,Tablet A4PF,1101.58,224,John Johnson,157-664-4939,ywne1bd0@yahoo.com,It’s a great product. Would be better with a longer handle.,4,09/10/2023
TWECD8TYA5,Tablet OX9O,1355.78,344,Jennifer Martinez,232-706-8060,4qnm6wg4@gmail.com,I’m happy with this purchase. Could use a more detailed guide.,4,21/11/2021
V2AGKZDG2U,Smartphone 201T,819.66,400,John Brown,946-385-2505,lpdxrd0i@yahoo.com,"The product works as expected. A bit tricky to assemble, though.",4,24/07/2021
V76OLA3PKR,Laptop IFE9,1061.68,93,Elizabeth Rodriguez,547-789-7730,0w8lwkbr@outlook.com,Satisfied with the quality. Could be improved with a better clasp.,4,14/10/2022
V7YO8RRQ4V,Smartwatch ATUO,53.12,270,Patricia Jones,872-730-5432,83gp34b9@hotmail.com,It’s a good buy. The only issue is the short power cord.,4,04/04/2022
W4BTS47OBK,Tablet 7KOS,1189.18,61,Patricia Smith,728-741-2048,wxskovcb@hotmail.com,I like it. Would be perfect if it was more lightweight.,4,05/12/2022
W73X091F72,Laptop MVEV,790.41,92,Robert Rodriguez,857-554-9290,6mo13p7d@gmail.com,The product is reliable. Just wish it had a better finish.,4,03/09/2020
XCWI6WMNVI,Smartphone EGDC,648.57,234,James Martinez,610-837-6172,120ac8f3@outlook.com,Happy with the purchase. Could use a more comfortable handle.,4,02/03/2023
XSMJPKD26U,Smartwatch F6C8,1319.88,160,Mary Smith,923-226-3873,65fuetgj@hotmail.com,The product is good for the price. One star off for the lack of features.,4,01/04/2022
Y04VPG6BVH,Monitor NGH6,761.97,163,Linda Jones,236-975-1273,78nfprid@outlook.com,I’m satisfied with this. Could use a more robust construction.,4,17/11/2023
YUHGEEBOLY,Headphones 00KP,1081.29,31,William Williams,533-645-7300,q8fh8frg@hotmail.com,"Overall, a solid product. Just wish it was more versatile.",4,26/05/2021
ZGQYR4R0I3,Camera 47WG,846.23,76,Elizabeth Davis,707-178-9955,sdwkk8i4@outlook.com,"It’s a useful item. A bit bulky, but works well.",4,18/02/2023
ZKDTVK6HU0,Monitor 1IJU,908.04,228,Patricia Rodriguez,515-154-7989,iuzlywcd@yahoo.com,I like this item. Would be better with a better grip.,4,22/09/2022
ZUDLEO2KVS,Smartphone J3V5,1071.36,60,Jennifer Johnson,618-227-2847,l4gglr6s@yahoo.com,"The product works fine. A bit of a hassle to set up, though.",4,05/11/2022
04DSXNQDGG,Smartphone SVBO,1079.04,4,Elizabeth Jones,766-562-4831,qbwai00t@outlook.com,Happy with the performance. Could use a more ergonomic design.,4,23/07/2022
0NI49MXGEV,Camera B80I,1425.77,313,Mary Smith,956-282-5804,61hml5vg@gmail.com,The product is effective. Just a bit slow to start up.,4,28/06/2022
3ZQC1VQ0HK,Smartwatch DEYP,856.64,235,Robert Davis,835-579-6450,yrnz4wxc@gmail.com,Satisfied with this purchase. Could be improved with a softer surface.,4,16/08/2020
40V2VZ010F,Smartphone MNBS,63.71,75,James Martinez,992-264-6156,0042dzca@yahoo.com,It’s a good product. The only drawback is the poor packaging.,4,26/01/2020
47BIEBIKTN,Tablet P9CC,1111.29,403,James Jones,304-780-2735,lvnoc3lt@gmail.com,I like it. Would be perfect if it was more adjustable.,4,22/09/2022
4KRQ6RF79M,Smartphone ZXUX,965.09,360,Mary Martinez,963-302-9400,gcy66e1f@hotmail.com,The product is reliable. Just wish it was more compact.,4,22/07/2022
4YE1ZZZTGU,Camera HAX5,1282.19,183,William Smith,158-403-2885,cqibmx89@yahoo.com,Happy with the quality. Could use a more durable material.,4,02/09/2023
52HWD71QCF,Printer Z07B,419.43,347,Michael Davis,384-545-2868,q1681kjr@hotmail.com,"The product works well. A bit noisy, but does the job.",4,02/12/2020
5FH0J0FSUI,Laptop ZBHK,1372.04,349,Mary Martinez,553-656-8566,slz57ops@outlook.com,Satisfied with the performance. Could be improved with a better cover.,4,07/05/2023
5JYPNXLUZQ,Tablet 9HEZ,1457.92,383,William Martinez,312-294-3837,ab0b2lp2@hotmail.com,It’s a great item. The only flaw is the lack of a timer.,4,01/03/2023
6H4PG0B5YS,Smartwatch 7IWB,117.29,120,Mary Williams,771-570-9549,ea68iauq@yahoo.com,I’m happy with this. Could use a more flexible hose.,4,20/09/2023
6VQ5TJZ9P5,Monitor LB5E,1285.55,3,James Jones,749-959-9903,y50rqkzy@hotmail.com,The product is good. One star off for the short battery life.,4,01/05/2023
7D95BA9E7J,Keyboard 0LQ0,215.02,277,Mary Smith,673-618-4697,wqz90ik2@outlook.com,I like this item. Would be better with a softer material.,4,15/05/2023
7E0HH5RQ1S,Keyboard AOMF,1253.87,492,James Davis,499-936-1642,67quat31@outlook.com,"The product works as advertised. A bit tricky to clean, though.",4,22/05/2023
7QHQ1DTHEC,Smartwatch 4LFX,179.98,345,James Brown,144-755-1595,cvj8g36x@outlook.com,Satisfied with this. Could use a more comfortable grip.,4,24/01/2021
7VUC96IEHL,Keyboard 004G,278.79,172,John Jones,241-686-6984,z8dsoet7@hotmail.com,"Overall, a good buy. Just wish it had a more powerful motor.",4,16/10/2021
83NF0EZMLM,Laptop 0RBG,1016.17,434,Mary Garcia,559-128-8644,7m34heas@hotmail.com,It’s a nice product. The only drawback is the rough finish.,4,03/02/2021
8P8N6TBS8G,Smartphone 2H1U,1129.86,87,Patricia Brown,628-278-7606,n53f4jrv@gmail.com,I like this. Would be perfect if it was more durable.,4,15/06/2021
8RC6F11HY2,Headphones 53KJ,1168.99,418,Linda Garcia,124-364-8733,kqapn8fe@outlook.com,"The product is effective. A bit hard to store, but works well.",4,20/08/2022
9XN996ACSL,Camera 82XC,798.44,424,Mary Jones,592-104-3238,qk37sg4f@hotmail.com,Happy with the performance. Could use a more detailed manual.,4,21/01/2022
B9391FJGHM,Smartphone 64T8,1155.93,306,William Williams,317-450-3549,qmc9qhtw@gmail.com,The product is solid. Just wish it had a more flexible cord.,4,02/10/2022
BEQIFYUCQN,Camera ZO11,1057.21,35,Linda Garcia,755-349-3091,6qmppz4w@hotmail.com,I’m content with this purchase. Could be improved with a better latch.,4,15/05/2022
BY93M2JCIW,Monitor 6WCW,1228.52,309,John Jones,528-414-6311,7gs43o7i@gmail.com,"The product works as expected. A bit tricky to assemble, though.",4,24/07/2021
C4QBU1W82L,Mouse TPTV,1449.88,399,Robert Jones,464-840-7945,270x5rug@hotmail.com,Satisfied with the quality. Could be improved with a better clasp.,4,12/12/2020
CH3TREHAIP,Mouse 5O6Y,487.73,488,Mary Jones,669-308-3622,h0s037lq@yahoo.com,It’s a good buy. The only issue is the short power cord.,4,21/05/2020
CPDQAWTA04,Mouse 8YPU,1162.55,416,William Smith,614-540-3331,9fiv3vj4@gmail.com,I like it. Would be perfect if it was more lightweight.,4,18/07/2023
CQGBT3KE12,Smartphone EB5Q,327.83,492,James Martinez,483-441-9829,viu6dnm6@hotmail.com,The product is reliable. Just wish it had a better finish.,4,14/08/2020
CW1GNIAE47,Smartwatch A5NU,549.38,276,William Brown,465-707-7793,v2ciwl8z@yahoo.com,Happy with the purchase. Could use a more comfortable handle.,4,20/03/2023
CZ2FONB8JO,Monitor 3Z90,805.59,267,Robert Garcia,404-176-8370,hibyjyuc@hotmail.com,The product is good for the price. One star off for the lack of features.,4,02/04/2023
D420CPM7PN,Tablet 6Q3V,634.75,496,James Martinez,146-545-1140,678pr4n1@hotmail.com,I’m satisfied with this. Could use a more robust construction.,4,17/10/2022
EAU2IJFG2D,Tablet 6E8Q,732.98,301,Linda Rodriguez,644-201-5186,b4o3f75w@yahoo.com,"Overall, a solid product. Just wish it was more versatile.",4,02/03/2023
F9ELBEJZZF,Tablet NI5I,85.19,240,Linda Rodriguez,192-615-1743,6z0k2yv0@yahoo.com,"It’s a useful item. A bit bulky, but works well.",4,10/09/2023
FG5QELXPG7,Keyboard 7ZRP,1003.82,484,Robert Davis,838-707-8749,c3v5bddw@yahoo.com,I like this item. Would be better with a better grip.,4,26/06/2020
FKD5BSBEFK,Camera 4YT4,1408.79,419,Patricia Garcia,903-291-7689,vtcxzv7g@yahoo.com,"The product works fine. A bit of a hassle to set up, though.",4,16/06/2020
FUY1VCS2SK,Monitor 4ZQ0,403.61,10,Patricia Williams,839-140-8085,gfacfbxf@gmail.com,Happy with the performance. Could use a more ergonomic design.,4,15/05/2021
G0QKPTS3W2,Laptop 0Q14,721.4,197,Robert Rodriguez,353-798-9551,dy6195uy@yahoo.com,The product is effective. Just a bit slow to start up.,4,24/05/2020
G3N4AREOR2,Tablet 062F,607.8,293,Linda Brown,764-151-6806,fp7f052t@outlook.com,Satisfied with this purchase. Could be improved with a softer surface.,4,22/11/2023
G5FUZ87W1K,Headphones 21Y4,816.79,458,Patricia Garcia,353-449-3510,ekfubq3k@yahoo.com,It’s a good product. The only drawback is the poor packaging.,4,18/08/2022
G9YYUHGOPM,Monitor EXB4,378.59,405,James Davis,157-637-6644,4p7b2lo2@hotmail.com,I like it. Would be perfect if it was more adjustable.,4,27/03/2022
GT1L18W75P,Smartphone L15F,1379.69,65,Patricia Williams,329-563-9424,eouv8ycg@yahoo.com,The product is reliable. Just wish it was more compact.,4,22/04/2021
HGLZ14F80M,Smartphone LMU6,418.26,11,Mary Smith,779-824-6744,ajgezylq@outlook.com,Happy with the quality. Could use a more durable material.,4,02/10/2021
I8OX3H49QG,Printer DSO1,748.09,209,John Brown,241-690-9474,wjvs3n20@hotmail.com,"The product works well. A bit noisy, but does the job.",4,11/03/2020
IAHSM4ZQCL,Laptop BF6X,842.73,192,Robert Miller,799-846-1297,32meaoen@hotmail.com,Satisfied with the performance. Could be improved with a better cover.,4,17/07/2021
II5Y8QKQ2Z,Smartwatch OWI9,200.79,491,Michael Smith,580-142-4825,mzajo09a@hotmail.com,It’s a great item. The only flaw is the lack of a timer.,4,02/05/2022
IIBQE5F9T4,Headphones SZ6F,1377.18,384,John Jones,880-423-6090,yu4hfnru@gmail.com,I’m happy with this. Could use a more flexible hose.,4,07/07/2020
IVQZXF60FK,Printer HK7G,718.88,298,Jennifer Davis,243-195-3262,rjfl9bzz@gmail.com,The product is good. One star off for the short battery life.,4,11/03/2022
IW98JD3H30,Camera 1K4G,325.72,125,John Williams,645-679-2370,ump0t1f4@yahoo.com,I like this item. Would be better with a softer material.,4,18/09/2023
J7DNJTXKAJ,Laptop K75U,989.56,238,Elizabeth Brown,573-365-1531,l2zctdjo@yahoo.com,"The product works as advertised. A bit tricky to clean, though.",4,11/03/2020
JGL4EFCYBX,Smartwatch 8ZKK,444.76,388,John Brown,294-249-4584,36vaz9g6@gmail.com,Satisfied with this. Could use a more comfortable grip.,4,01/01/2023
JLJAK3CM79,Laptop P7N0,442.38,170,John Johnson,669-456-6665,sas7g891@yahoo.com,"Overall, a good buy. Just wish it had a more powerful motor.",4,15/01/2021
JM524T9NIA,Smartwatch 7WK9,828.72,394,Patricia Martinez,869-702-7219,5xof54no@gmail.com,It’s a nice product. The only drawback is the rough finish.,4,12/12/2022
JV003RCXBV,Tablet UPRS,1033.02,318,Elizabeth Williams,115-862-5906,xknikbda@yahoo.com,I like this. Would be perfect if it was more durable.,4,14/07/2022
JXXFFYWLGZ,Smartphone NH65,1250.66,438,William Martinez,287-839-1243,apqxfvjw@yahoo.com,"The product is effective. A bit hard to store, but works well.",4,13/07/2020
K9AFUG9HE7,Monitor 8UST,1194.46,166,Linda Johnson,973-455-4837,dgteia8r@outlook.com,Happy with the performance. Could use a more detailed manual.,4,15/04/2020
KB787P45T2,Mouse XFCG,90.94,460,William Martinez,511-969-9868,9ovp45ae@gmail.com,The product is solid. Just wish it had a more flexible cord.,4,03/07/2023
KNQDPVYI7H,Smartwatch 65Y7,890.72,144,Jennifer Rodriguez,993-316-7082,znt5cc7h@yahoo.com,I’m content with this purchase. Could be improved with a better latch.,4,11/12/2021
KPHRP1RW6S,Monitor ZYU7,464.74,165,Linda Williams,588-818-6382,smvufl9l@gmail.com,The product is nearly perfect. Just a bit stiff to operate.,4,28/04/2022
KT7NBAV5O5,Keyboard 6CFH,151.49,230,Elizabeth Brown,131-549-2113,opw7tcqa@gmail.com,I like this item. Could use a better user interface.,4,07/11/2022
LBLHINFLHV,Keyboard QEYE,734.58,462,James Smith,806-902-3205,yjcbnc62@yahoo.com,The product meets my needs. Would be better with a more durable finish.,4,01/01/2023
LH9MI72Y7M,Printer MLMS,152.35,379,Robert Williams,972-904-3961,rmj7xox8@hotmail.com,Satisfied with this. Could use a more flexible hose.,4,15/08/2022
LOHU6T9O7Z,Smartphone IPPJ,1195.83,423,Linda Miller,251-383-5429,ox0nbfbq@hotmail.com,"Overall, a good product. Just wish it had a better grip.",4,22/09/2022
M3LQO12ZFC,Smartwatch 16TY,1445.12,344,Linda Jones,530-904-9716,i7j4tsjg@yahoo.com,It’s a great buy. The only flaw is the bulky design.,4,17/08/2021
M5T7UTOU4J,Keyboard 7EHG,1182.22,359,Patricia Rodriguez,912-772-3380,l3l1gw5g@outlook.com,I’m happy with the quality. Could use a better strap.,4,05/03/2021
MNT68GF6KH,Printer YLF0,700.79,89,William Brown,637-622-8412,6wzpl6lg@yahoo.com,The product is effective. Just a bit awkward to handle.,4,03/05/2020
N64FY8JJPF,Printer A9M9,653.84,107,Mary Rodriguez,821-204-3037,xg5iphx1@gmail.com,It’s a solid item. One star off for the lack of a cover.,4,19/03/2023
N9QBX85I9M,Mouse J5BZ,378.55,288,Mary Davis,290-621-7157,kjoqf73m@hotmail.com,I like it. Would be perfect if it was more intuitive.,4,04/10/2023
ND3RY27JZL,Mouse VROR,515.12,41,John Johnson,235-518-5830,92bb70zk@yahoo.com,The product is good. Just wish it had a more powerful motor.,4,17/08/2020
NEYZRSFHIM,Smartwatch L2K6,303.06,26,John Miller,804-968-2331,d2797y3p@outlook.com,Happy with the performance. Could use a more durable case.,4,19/01/2020
NNKE5QE4DF,Mouse LYZA,595.94,280,Mary Smith,287-470-9996,s6xnorkq@yahoo.com,"The product works well. A bit noisy, but otherwise good.",4,07/08/2022
NTFGZD8YTR,Smartphone TAP6,1377.71,346,James Miller,960-667-1707,pr5p0l38@outlook.com,Satisfied with this purchase. Could be improved with a better latch.,4,05/06/2020
NVYAMK800X,Smartwatch FMY5,599.02,236,Patricia Rodriguez,999-373-2003,14v8qnhb@hotmail.com,It’s a good item. Just wish it was more compact.,4,11/10/2022
NZXNDKP28L,Keyboard O486,722.22,189,Elizabeth Davis,929-389-7402,gkt5x0tz@gmail.com,I like this product. One star off for the flimsy construction.,4,11/04/2021
O6IWQIDQFY,Laptop DUAD,643.61,34,James Johnson,181-832-6724,404nssh1@yahoo.com,The item is reliable. Could use a better seal.,4,14/08/2022
OIK8A789DC,Mouse 9PCW,1396.66,203,Robert Davis,285-298-4139,ct0lim9i@gmail.com,"Overall, I’m pleased. The only drawback is the rough edges.",4,14/02/2020
ON4FHNHWJ4,Camera 5LV7,1015.84,487,Patricia Davis,332-717-4123,0r2ccidp@hotmail.com,It’s a great product. Would be better with a longer handle.,4,25/05/2023
OXI6I65D9P,Laptop SSDK,1349.71,356,Elizabeth Garcia,241-131-4963,x1rwlem0@hotmail.com,I’m happy with this purchase. Could use a more detailed guide.,4,03/03/2021
